Decisao 1
Filial 1
Probabilidades
0,0035;0,0131;0,0257;0,0401;0,0553;0,0703;0,0840;0,0971;0,1095;0,1163;0,1130;0,0980;0,1740;
0,0015;0,0065;0,0148;0,0257;0,0388;0,0535;0,0688;0,0830;0,0967;0,1094;0,1163;0,1130;0,2721;
0,0004;0,0023;0,0070;0,0148;0,0254;0,0383;0,0531;0,0685;0,0829;0,0966;0,1094;0,1163;0,3850;
0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
Contribuicoes
-6,8303;7,6355;16,0027;16,2012;10,0329;1,5873;-6,0072;-10,7515;-12,9447;-23,6489;-23,8830;-23,9980;-24,0000;
-7,2154;6,7389;15,3141;16,0553;10,3633;2,1439;-5,4602;-10,3724;-12,7500;-23,5759;-23,8593;-23,9882;-23,9980;
-7,9083;4,9680;13,6333;15,3614;10,8136;3,2800;-4,1839;-9,3797;-12,1669;-23,3167;-23,7648;-23,9537;-23,9862;
-8,6117;2,8682;11,0663;13,6751;10,7249;4,5481;-2,3172;-7,6508;-10,9669;-22,6681;-23,4838;-23,8483;-23,9399;
-9,4693;0,4497;7,9960;11,1014;9,7766;5,4567;-0,1582;-5,2323;-8,9854;-21,3884;-22,8086;-23,5540;-23,7882;
-10,4167;-2,3027;4,5052;8,0238;8,0181;5,6100;1,7345;-2,4637;-6,2878;-19,3188;-21,4995;-22,8642;-23,3422;
